time,open,high,low,close,Smoothed HA (Open),Smoothed HA (High),Smoothed HA (Low),Smoothed HA (Close),TDFI,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1449585000,10.0475,10.32375,10.035,10.26375,10.098539733912851,10.242490827312354,10.000055941805428,10.12572742232677,0.0009335387981417952,56.37872425811771,58.633812812935425,NaN,NaN,NaN,NaN,NaN,NaN
1449671400,10.16875,10.27875,9.825,9.95,10.112133578119812,10.254467871190398,9.999272171801836,10.131252411147122,-0.00020849675869725302,48.24101655630007,57.87788175607648,NaN,NaN,NaN,NaN,NaN,NaN
1449757800,9.995,10.1675,9.9325,10.03625,10.121692994633467,10.259610590771885,9.996540154797719,10.131696745443485,-0.000009014346426473332,50.36211189856092,57.248792105485315,NaN,NaN,NaN,NaN,NaN,NaN
1449844200,9.8075,9.8525,9.56,9.57875,10.126694870038476,10.24959503641662,9.98028020441322,10.117712894999116,-0.007038493670938992,40.808960462416486,55.74902038430531,NaN,NaN,40.808960462416486,NaN,NaN,NaN
1450103400,9.60875,9.7275,9.33,9.7275,10.122203882518797,10.225631069074117,9.947898577976877,10.091185676271923,-0.0043220365828394456,44.49552058988999,54.635300006246915,NaN,NaN,NaN,NaN,NaN,NaN
1450189800,9.88875,10.005,9.81125,9.84,10.10669477939536,10.20229548534652,9.921704313073976,10.06665305294969,-0.0012694282345103627,47.17520356974218,53.74199091212491,NaN,NaN,NaN,NaN,NaN,NaN
1450276200,9.965,10.1575,9.755,10.11625,10.086673916172526,10.185193301682705,9.898658422913389,10.047975328148866,0.000020449815891512914,53.155814178124395,53.25919770859484,NaN,NaN,NaN,NaN,53.155814178124395,NaN
1450362600,10.21875,10.21875,9.83,9.83625,10.067324622160696,10.174854044794278,9.880961308907926,10.034743534583063,-0.000816624280486838,47.30932830323623,52.301941023464515,NaN,NaN,NaN,NaN,NaN,NaN
1450449000,9.76,9.80875,9.46,9.47125,10.05103407837188,10.155830111016265,9.85519840419657,10.01234064683792,-0.02860905183576301,40.981540257787316,51.044158455032274,NaN,NaN,NaN,NaN,NaN,NaN
1450708200,9.63,9.6675,9.49375,9.66625,10.031687362604899,10.126951936800692,9.826003454622963,9.98418778324529,-0.00704257304060537,45.19872146767912,49.725864826541795,NaN,NaN,NaN,NaN,NaN,NaN
1450794600,9.75875,9.81125,9.66,9.78625,10.007937572925094,10.097183838795203,9.8009720105407,9.95773420403881,-0.0012831783595409158,47.676500058717004,48.918176004407535,NaN,NaN,NaN,NaN,NaN,NaN
1450881000,9.8825,9.941113,9.85125,9.93375,9.98283588848195,10.072097067773505,9.785877506302468,9.938188222783602,-0.00000488703186240316,50.631241407257015,49.102061031836165,NaN,NaN,NaN,NaN,NaN,NaN
1450967400,9.925,9.981125,9.915,9.92625,9.960512055632776,10.052296103113575,9.780041433009023,9.925059277553798,-0.000002321901043116422,50.47515887429691,48.51333899367892,NaN,NaN,NaN,NaN,NaN,NaN
1451313000,9.87625,9.9125,9.7325,9.9075,9.942785666593286,10.03441955311433,9.774563022523031,9.914026784381655,-0.000004594037129173799,50.05968043322626,48.06782302252508,NaN,NaN,NaN,NaN,NaN,NaN
1451399400,10.0275,10.265,10.0225,10.21875,9.92840622548747,10.030075100532542,9.779091920544044,9.913894643187685,0.00044057773298863945,56.46578840273227,48.07404188999755,NaN,NaN,NaN,NaN,56.46578840273227,NaN
1451485800,10.2,10.21125,10.0375,10.0425,9.921150434337576,10.033156083497378,9.790666078044257,9.920712560464857,0.000014035824092143335,52.36919130121911,48.36891151463463,NaN,NaN,NaN,NaN,NaN,NaN
1451572200,9.9625,10.00125,9.7875,9.795,9.920931497401217,10.034163813135082,9.798309404038806,9.924147693172225,-0.0001841589127109338,47.19154033077414,48.14244211693557,NaN,NaN,NaN,NaN,NaN,NaN
1451917800,9.3575,9.3925,9.135,9.38625,9.92253959528672,10.015184217250793,9.781498427091725,9.906403106202042,-0.06898623688181141,40.13423180520707,48.09424721284919,NaN,NaN,NaN,NaN,NaN,NaN
1452004200,9.46,9.4925,9.25625,9.33625,9.91447135074438,9.990271495987713,9.752881213529076,9.877329354388877,-0.6418618394886825,39.35885233244656,47.727342337317516,NaN,NaN,NaN,NaN,NaN,NaN
1452090600,9.0175,9.2675,9.0175,9.1675,9.895900352566628,9.957918653220265,9.709414113093613,9.832748434434977,-1,36.77642941605414,46.98457275491122,NaN,NaN,NaN,NaN,NaN,NaN
1452177000,8.77375,9,8.58125,8.59625,9.864324393500802,9.915066639490142,9.643021620633721,9.766708779443194,-1,29.677677924147318,45.307563022484295,NaN,NaN,NaN,NaN,NaN,NaN
1452263400,8.72875,8.82,8.4302,8.44625,9.815516586471997,9.857032969554185,9.558483782850365,9.684139794549745,-1,28.141607785683235,43.938440128373365,NaN,NaN,NaN,NaN,NaN,NaN
1452522600,8.56875,8.615,8.24375,8.50625,9.74982819051087,9.783796140305387,9.458430063909429,9.589173704016122,-0.8250214642833941,29.70881587024428,43.13324552926315,NaN,NaN,NaN,NaN,NaN,NaN
1452609000,8.6625,8.7825,8.453875,8.70375,9.669500947263495,9.697292906186282,9.35824352267097,9.494575992038536,-0.38200897597044303,34.7532082635023,42.38713744325052,NaN,NaN,NaN,NaN,NaN,NaN
